id,filename,slug,title,hook,mechanic,family,theme,theme_jp,theme_source,style_pack,bgm_direction,variation,spice,duration_current,duration_target,needed_current,needed_action,priority,wave,batch,fix_items,keep_items,status,score_before,score_after,style_actual,notes
168,168-chain-reaction.js,chain-reaction,連鎖爆発,最初の一発から爆発が広がる達成感、最大連鎖を狙え,timing_one_shot,A,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),10,13,,維持,P1,2,B07,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(10→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
169,169-gravity-flip.js,gravity-flip,重力反転,タップするたびに重力が上下逆転、壁をかわしながら飛び続ける爽快感,camera_run,C,school,学校,assigned,90s 16bit,melody(固有) / 代替bgm_cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),,目視(15-25s),6,維持,P1,1,B10,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
170,170-turret-aim.js,turret-aim,回転砲台,ゆっくり回る砲口が的を向いた瞬間に撃て、狙い待ちの緊張感,aim_shoot,B,robot,ロボット工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),逆転ボーナス(残り3秒は得点2倍),15,13,1,再調整(1→尺10秒あたり3〜8アクション),P1,3,B22,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
171,171-jump-timing.js,jump-timing,ジャンプ台,走るキャラが台の先端でジャンプしてギャップを越えるスカッと感,camera_run,C,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),15,18,1,再調整(1→尺10秒あたり3〜8アクション),P1,1,B12,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→18s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
172,172-magnet-maze.js,magnet-maze,磁石迷路,磁力で引き寄せられる玉を壁で弾きながらゴールへ導く吸いつき感,guide_path,C,ocean,深海,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),サドンデス演出(達成目前の1ミスの緊張を煽る),20,25,,維持,P1,3,B14,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
173,173-light-switch.js,light-switch,電球パターン,光ったパターンを覚えて、消えたあとに同じ状態を再現する記憶力,memory_sequence,F,ocean,深海,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),15,13,1,再調整(1→尺10秒あたり3〜8アクション),P1,1,B15,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
174,174-catch-rain.js,catch-rain,雨水収穫,落ちてくる雨粒を移動バケツで受け止め、各色を集める集中力,drag_follow,C,snow,雪山,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),サドンデス演出(達成目前の1ミスの緊張を煽る),15,18,,維持,P3,7,B70,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
175,175-spiral-dodge.js,spiral-dodge,スパイラル回避,迫ってくる弾を軌道上でくるりとかわす集中力ゲーム,dodge,C,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),,目視(15-25s),6,維持,P2,3,B25,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
176,176-hot-tiles.js,hot-tiles,熱板渡り,熱くなるタイルから素早く離れ、安全なタイルに乗り続ける緊張感,dodge,C,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense,フェイント型(偽の予兆・ダミーが混ざる),コンボ倍率(連続成功でx2→x4→x8),,目視(15-25s),7,維持,P2,4,B26,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
177,177-orbit-match.js,orbit-match,軌道合わせ,異なる速度で周回する2つの点が揃った瞬間にタップする観察力ゲーム,timing_one_shot,A,kitchen,キッチン,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),フィーバータイム(中盤数秒の得点倍増),15,10,1,見直し(密度低: 尺に対して要求が少ない),P3,7,B72,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
178,178-arc-throw.js,arc-throw,放物線投石,変化する発射角度を見極めてタップ、的に石を当てる爽快感,trajectory,B,ninja,忍者屋敷,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),黄金ターゲット(稀に高得点のレアが出る),15,17,1,見直し(密度低: 尺に対して要求が少ない),P2,3,B20,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→17s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
179,179-snap-combo.js,snap-combo,スナップコンボ,次々と出現するターゲットをテンポよく叩きコンボを繋げる快感,chase,C,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),15,22,2,見直し(密度低: 尺に対して要求が少ない),P3,8,B78,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→22s) NEEDED(2),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
180,180-resource-rush.js,resource-rush,資源管理,3つのゲージが別々の速度で減る、底をつく前にタップして補充,chase,C,pirate,海賊船,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense,物量型(対象の数が増えていく),逆転ボーナス(残り3秒は得点2倍),,目視(15-25s),8,維持,P2,3,B25,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
181,181-clone-dodge.js,clone-dodge,クローン回避,0.5秒遅れのゴーストが追ってくる、自分の軌跡を避ける不思議なゲーム,dodge,C,kitchen,キッチン,assigned,90s 16bit,melody(固有) / 代替bgm_tense,精度型(判定幅/隙間が狭まっていく),逆転ボーナス(残り3秒は得点2倍),,目視(15-25s),6,維持,P2,3,B28,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
182,182-pixel-memory.js,pixel-memory,ピクセル記憶,4×4グリッドが一瞬光る、消えた後に同じ場所をタップする記憶ゲーム,memory_sequence,F,witch,魔女の工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,フェイント型(偽の予兆・ダミーが混ざる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,20,1,再調整(1→尺10秒あたり3〜8アクション),P1,1,B17,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→20s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
183,183-rope-cut.js,rope-cut,ロープカット,揺れるボムのロープを切って、狙いのゴールに届かせる,spot,F,forest,森の奥地,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),15,10,1,再調整(1→尺10秒あたり3〜8アクション),P1,0,W0,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s) NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,done,61,95,90s 16bit,v3書換: 森spot(熟した実の見分け)。NEEDED 1→4・尺15→10
184,184-color-flood.js,color-flood,カラーフラッド,左上から色を広げて全マスを同色に染める、少ない手数が勝ち,judge,F,forest,森の奥地,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),フィーバータイム(中盤数秒の得点倍増),20,10,,維持,P1,3,B14,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
185,185-slide-puzzle.js,slide-puzzle,スライドパズル,数字タイルを動かして1-8を順番に並べるシンプルな知的快感,drag_sort,E,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),20,15,,維持,P2,6,B59,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
186,186-neon-pong.js,neon-pong,ネオンポン,縦画面シングルプレイ、ボールを打ち返し続ける反射神経ゲーム,drag_follow,C,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,精度型(判定幅/隙間が狭まっていく),二重課題(終盤たまに2つ同時に来る),20,22,2,見直し(密度低: 尺に対して要求が少ない),P3,8,B74,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→22s) NEEDED(2),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
187,187-freeze-tag.js,freeze-tag,フリーズタグ,追跡者から逃げながら凍った仲間を解凍するマルチタスク判断,chase,C,ocean,深海,assigned,80s NEON,melody(固有) / 代替bgm_tense,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),,目視(15-25s),1,再調整(1→尺10秒あたり3〜8アクション),P1,2,B04,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
188,188-drum-fill.js,drum-fill,ドラムフィル,光ったパッドをビートに合わせて叩き続けるリズム感テスト,rhythm,A,ghost,おばけ屋敷,assigned,80s NEON,melody必須(拍=ゲームイベント同期),フェイント型(偽の予兆・ダミーが混ざる),逆転ボーナス(残り3秒は得点2倍),15,15,3,見直し(密度低: 尺に対して要求が少ない),P3,8,B74,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
189,189-laser-maze.js,laser-maze,レーザー迷路,ミラーを回転させてレーザーをゴールに当てる光学パズル,connect,E,factory,工場ライン,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),20,18,,維持,P1,1,B11,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
190,190-wave-surf.js,wave-surf,波乗り,サーファーが波の頂点に乗り続けるバランス感覚ゲーム,balance,C,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),,目視(15-25s),6,維持,P1,0,W0,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,done,61,95,2000s ARCADE POP,v3書換: お菓子工場balance(チョコ波の頂点維持)。尺→18・NEEDED6維持
191,191-word-race.js,word-race,ワードレース,落ちてくる文字パネルを正しい順にタップして単語を完成させる,spot,F,factory,工場ライン,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),フィーバータイム(中盤数秒の得点倍増),15,15,1,再調整(1→尺10秒あたり3〜8アクション),P1,1,B06,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(1),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
192,192-sprint-dash.js,sprint-dash,スプリントダッシュ,左右交互に素早くタップしてランナーを加速させる,alternate_tap,A,samurai,侍道場,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),15,10,,維持,P2,2,B08,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
193,193-bubble-chain.js,bubble-chain,バブルチェーン,同じ色のバブルを3つ以上繋げてタップで消す連鎖の気持ちよさ,spot,F,western,西部の荒野,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),15,15,5,維持,P3,8,B71,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
194,194-escape-gravity.js,escape-gravity,重力脱出,引力に引かれる宇宙船を連続タップで引力圏の外へ突破する達成感,mash,A,snow,雪山,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),12,8,,維持,P2,5,B46,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(12→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
195,195-tile-flip.js,tile-flip,タイルフリップ,全タイルを白に揃える、タップすると周囲も反転するパズル,judge,F,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,フェイント型(偽の予兆・ダミーが混ざる),黄金ターゲット(稀に高得点のレアが出る),20,8,,維持,P1,1,B16,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
196,196-blink-dodge.js,blink-dodge,ブリンク回避,時々消えて現れる壁の隙間を、残像を頼りに通り抜ける,dodge,C,cat,ネコの家,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,変拍子型(間隔・速度が不規則に揺れる),黄金ターゲット(稀に高得点のレアが出る),,目視(15-25s),6,維持,P2,3,B30,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,61,,,
197,197-crystal-match.js,crystal-match,クリスタルマッチ,降ってくる宝石を同じ列のボタンでキャッチする反射神経ゲーム,judge,F,dungeon,ダンジョン,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,変拍子型(間隔・速度が不規則に揺れる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,10,3,見直し(密度低: 尺に対して要求が少ない),P1,1,B16,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
198,198-voltage-spike.js,voltage-spike,電圧スパイク,急上昇する電圧を上限を超える前にタップでリセットするゲーム,balance,C,farm,牧場,assigned,90s 16bit,melody(固有) / 代替bgm_cute,フェイント型(偽の予兆・ダミーが混ざる),サドンデス演出(達成目前の1ミスの緊張を煽る),,目視(15-25s),8,維持,P1,1,B09,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
199,199-swarm-tap.js,swarm-tap,スウォームタップ,群れをなして逃げ回る小さな虫を指で追いかけて潰す快感,chase,C,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense,変拍子型(間隔・速度が不規則に揺れる),サドンデス演出(達成目前の1ミスの緊張を煽る),15,18,8,維持,P2,2,B27,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
200,200-century-mark.js,century-mark,センチュリーマーク,落ちてくる球をパドルでリズムよく打ち上げ続けるリフティング,drag_follow,C,pirate,海賊船,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),20,15,20,維持,P1,1,B05,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→15s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
201,201-pinball-classic.js,pinball-classic,クラシックピンボール,バンパーに球を当てて得点を稼ぐピンボール台,timing_one_shot,A,robot,ロボット工房,assigned,70s MONO,melody(固有) / 代替bgm_tense|cute,フェイント型(偽の予兆・ダミーが混ざる),二重課題(終盤たまに2つ同時に来る),20,13,100,維持,P3,8,B73,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,73,,,
202,202-shadow-puppet.js,shadow-puppet,影絵パズル,影絵劇場のシルエットに合わせて、散らばったパーツを正しい枠に置く,judge,F,dino,恐竜時代,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),15,13,3,見直し(密度低: 尺に対して要求が少ない),P1,1,B17,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
203,203-ice-drift.js,ice-drift,アイスドリフト,凍った宇宙ステーションの床を滑る探査機を壁に当てず操る、慣性との格闘,dodge,C,forest,森の奥地,assigned,90s 16bit,melody(固有) / 代替bgm_tense,変拍子型(間隔・速度が不規則に揺れる),フィーバータイム(中盤数秒の得点倍増),,目視(15-25s),6,維持,P2,4,B31,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
204,204-tower-defense.js,tower-defense,タワーディフェンス,侵入路にタップで砲台を置き、押し寄せる敵の波を食い止める防衛戦,aim_shoot,B,robot,ロボット工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),二重課題(終盤たまに2つ同時に来る),,目視(10-20s),,維持,P1,4,B24,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
205,205-antenna-signal.js,antenna-signal,アンテナ信号,軌道を巡る受信機がアンテナ先端に重なった瞬間をタップして電波を掴む,timing_one_shot,A,dungeon,ダンジョン,assigned,NEO-RETRO,melody(固有) / 代替bgm_dark,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),15,10,3,見直し(密度低: 尺に対して要求が少ない),P1,1,B09,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→10s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
206,206-firefly-catch.js,firefly-catch,蛍キャッチ,夜の森で光っている一瞬だけがチャンス、消える前にタップして蛍を捕まえる,chase,C,music,音楽ステージ,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_tense,加速型(テンポが徐々に上がる),逆転ボーナス(残り3秒は得点2倍),12,18,3,維持,P1,1,B06,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(12→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
207,207-number-grid.js,number-grid,数字グリッド,端末のキーパッドを 1 から順に素早くタップして解錠する速度勝負,spot,F,ninja,忍者屋敷,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),12,8,,維持,P2,4,B24,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(12→8s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
208,208-coin-flip.js,coin-flip,コインフリップ,回転して止まるコインの表裏を、回っている間に予測してタップする読み勝ち,judge,F,robot,ロボット工房,assigned,NEO-RETRO,melody(固有) / 代替bgm_tense|cute,加速型(テンポが徐々に上がる),黄金ターゲット(稀に高得点のレアが出る),20,8,2,見直し(密度低: 尺に対して要求が少ない),P1,2,B18,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→8s) NEEDED(2),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
209,209-gravity-switch.js,gravity-switch,重力スイッチ,重力の向きを4方向に切り替え、棘を避けてコアをゴールへ導く実験室パズル,guide_path,C,forest,森の奥地,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),逆転ボーナス(残り3秒は得点2倍),20,18,,維持,P2,5,B49,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→18s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
210,210-beat-guard.js,beat-guard,ビートガード,4方向から迫る音符を、同じ方向へスワイプして弾き返すリズム防衛,swipe_direction,D,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,精度型(判定幅/隙間が狭まっていく),二重課題(終盤たまに2つ同時に来る),15,13,3,見直し(密度低: 尺に対して要求が少ない),P2,7,B62,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
211,211-mirror-dodge.js,mirror-dodge,ミラードッジ,左右が反転する鏡の部屋で、逆さ操作を頼りに飛来する弾を避け抜く脳トレ,dodge,C,cat,ネコの家,assigned,90s 16bit,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),,目視(15-25s),6,維持,P1,1,B06,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
212,212-domino-chain.js,domino-chain,ドミノ連鎖,並んだドミノの端をタップで倒し、連鎖が最後まで走り切るのを見届ける,timing_one_shot,A,farm,牧場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,変拍子型(間隔・速度が不規則に揺れる),逆転ボーナス(残り3秒は得点2倍),15,15,6,維持,P2,4,B33,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
213,213-color-wave.js,color-wave,カラーウェーブ,押し寄せる色の洪水が来る前に、その色のゾーンから別ゾーンへ逃げる判断ゲーム,dodge,C,farm,牧場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,フェイント型(偽の予兆・ダミーが混ざる),フィーバータイム(中盤数秒の得点倍増),,目視(15-25s),8,維持,P1,2,B07,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
214,214-stack-balance.js,stack-balance,スタックバランス,傾いていくタワーを左右タップで立て直しながらブロックを積み上げる綱渡り,stack,E,forest,森の奥地,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),二重課題(終盤たまに2つ同時に来る),15,15,3,見直し(密度低: 尺に対して要求が少ない),P2,7,B55,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
215,215-pressure-cook.js,pressure-cook,プレッシャークック,上がり続ける圧力計を、爆発する前にタップで逃がし続ける緊張の調理,balance,C,cat,ネコの家,assigned,90s 16bit,melody(固有) / 代替bgm_cute,変拍子型(間隔・速度が不規則に揺れる),二重課題(終盤たまに2つ同時に来る),,目視(15-25s),10,維持,P1,1,B11,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME,メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
216,216-orbit-catch.js,orbit-catch,オービットキャッチ,惑星の引力で軌道に乗った隕石を、ネットを動かして軌道上で捕まえる,timing_one_shot,A,night_city,夜の街,assigned,80s NEON,melody(固有) / 代替bgm_tense|cute,物量型(対象の数が増えていく),コンボ倍率(連続成功でx2→x4→x8),15,13,3,見直し(密度低: 尺に対して要求が少ない),P1,1,B09,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s) NEEDED(3),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
217,217-letter-rain.js,letter-rain,レターレイン,降ってくる文字群から、指定された文字だけを素早く叩き落とす反射神経,spot,F,insect,昆虫の草むら,assigned,90s 16bit,melody(固有) / 代替bgm_tense|cute,変拍子型(間隔・速度が不規則に揺れる),黄金ターゲット(稀に高得点のレアが出る),15,13,5,維持,P2,4,B26,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(15→13s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
218,218-magnet-push.js,magnet-push,マグネットプッシュ,同極が反発する磁力で金属球を押し、ゴールへねじ込む物理パズル,guide_path,C,candy,お菓子工場,assigned,2000s ARCADE POP,melody(固有) / 代替bgm_cute,物量型(対象の数が増えていく),フィーバータイム(中盤数秒の得点倍増),20,25,,維持,P2,6,B51,TEXTLESS DEMO TAGS BGM SPRITE GRAD FEEDBACK BEST THEME DUR(20→25s),メカニクス/勝敗条件/固有フック(hook列)/筐体骨格/slug/ファイル名,todo,68,,,
