id,filename,slug,dup_size,title,desc,ctrl_line,winlose_line,lines,mechanic_tag,theme_tag,mech_guess,mech_confidence,mech_source,max_time,needed,nerf_count,finish_delay_ms,distinct_se,se_list,bgm_list,uses_melody,uses_tone,uses_feedback,fx_list,uses_sprite,uses_gradient,uses_best,uses_press_move,uses_touches,uses_input,how_to_play,text_literals,longest_literal,jp_in_literals,fake_hiscore,worldview,style_pack,has_scanlines,has_snap,has_timebar,has_coin,has_attract,score_total,score_breakdown,validation_errors,top_hints
346,346-laser-reflect.js,laser-reflect,1,レーザーリフレクト,盤上の斜め鏡をタップで回転させ、左からのレーザーをターゲットに当てる光学パズル,鏡をタップして向き(/⟷\)を切り替え、レーザーの反射でターゲットを撃つ,3個のターゲットを撃破  失敗: 15秒,164,,,connect,high,override,15,3,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP MIRRORS TO ROTATE · REFLECT THE LASER INTO TARGETS,15,54,true,false,,,true,true,true,true,true,64,20/10/15/4/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
347,347-balance-beam.js,balance-beam,4,バランスビーム,左右タップで細い棒を傾け、転がる玉を落とさず一定時間バランスを保つ,画面左タップで左に、右タップで右に棒を傾ける,8秒間 玉を落とさない  失敗: 玉を3回落とす,133,,,balance,high,override,,8,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP LEFT / RIGHT TO TILT · KEEP THE BALL ON,13,43,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
348,348-color-flood.js,color-flood,6,カラーフラッド,左上の角から色を選んで塗り広げ、限られた手数で盤面を一色に染め上げる,下の色パレットをタップして角から洪水を広げる,8手以内に全マス同色  失敗: 8手使い切る or 15秒,132,,,judge,high,override,15,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,PICK COLORS TO FLOOD THE BOARD TO ONE COLOR,11,43,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
349,349-shadow-puppets.js,shadow-puppets,1,シャドーパペット,光源をタップで動かして角度を合わせ、壁に映る影をお手本の形にそろえる,画面のタップした側へ光源を移動（上下左右）して一致度を上げる,3つの形を合わせる  失敗: 15秒,154,,,gap_fit,high,override,15,3,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO MOVE THE LIGHT · MATCH THE TARGET SHAPE,16,46,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
350,350-coin-flip.js,coin-flip,4,コインフリップ,弾く前に表(H)か裏(T)かを左右タップで予言し、当て続けてスコアを稼ぐ,画面左タップ=表(HEADS)、右タップ=裏(TAILS),3回的中  失敗: 3回連続ハズレ or 15秒,137,,,judge,high,override,15,3,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP LEFT = HEADS · RIGHT = TAILS · CALL IT,27,42,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
351,351-wire-tap.js,wire-tap,1,ワイヤータップ,表示された番号順を覚え、その順にスイッチをタップで切って回路を無力化する,番号どおりの順でスイッチをタップ（順番を間違えると爆発）,3回 回路を切断  失敗: 3回 間違える or 15秒,149,,,memory_sequence,high,override,15,3,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,MEMORIZE THE ORDER · TAP SWITCHES OFF IN SEQUENCE,26,49,true,false,,,true,true,true,true,true,59,20/10/15/4/5/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
352,352-sandfall.js,sandfall,1,サンドフォール,上から降り注ぐ砂粒を、左右に動かす受け皿でキャッチして目標量を集める,左右スワイプ（またはタップした側）へ受け皿を動かす,砂を40粒 集める  失敗: 15秒,133,,,drag_follow,high,override,15,40,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,MOVE THE CUP TO CATCH THE FALLING SAND,12,38,true,false,,,true,true,true,true,true,62,13/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
353,353-ghost-chase.js,ghost-chase,1,ゴーストチェイス,暗闇を横切るゴーストを、タップで動かす懐中電灯の光で照らし退治する,タップで光を向けてゴーストを照らす（照らし切ると退治）,5体退治  失敗: 3体に通り抜けられる or 15秒,138,,,chase,high,override,15,5,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO AIM THE LIGHT · BURN THE GHOSTS AWAY,11,43,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
354,354-spring-jump.js,spring-jump,2,スプリングジャンプ,バネをタップでチャージして玉を高く打ち上げ、宙に浮かぶ星を集める,玉がバネにいるときタップでチャージ（満タンで自動発射）,星を5個集める  失敗: バネから3回落ちる or 15秒,143,,,mash,high,override,15,5,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO CHARGE THE SPRING · GRAB THE STARS,11,41,true,false,,,true,true,true,true,true,64,20/10/15/4/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
355,355-tempo-tap.js,tempo-tap,4,テンポタップ,一定BPMのビートに合わせ、判定バーの針が中央に来た瞬間にタップし続けるリズム,ビートのタイミング（針が中央）でタップ,6回ジャストで叩く  失敗: 3回大きくズレる or 15秒,143,,,rhythm,high,override,15,6,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP ON THE BEAT · WHEN THE NEEDLE HITS CENTER,15,45,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
356,356-hot-potato.js,hot-potato,5,ホットポテト,熱々のイモを持ちすぎて爆発する前に、持っている側をタップで相手へ手早く渡す,イモを持っている側をタップして反対へパス（持ちすぎると爆発）,6回パス  失敗: 3回爆発 or 15秒,148,,,swipe_direction,high,override,15,6,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP THE HOLDER SIDE TO PASS · DO NOT HOLD TOO LONG,14,50,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
357,357-asteroid-split.js,asteroid-split,2,アステロイドスプリット,タップした方向へ弾を撃ち、大きな小惑星を割って全て消し去る宇宙シューティング,タップした方向へ射撃（当てると小惑星が2つに割れる）,小惑星を全て消す  失敗: 宇宙船に3回ぶつかる or 15秒,145,,,aim_shoot,high,override,15,,0,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO SHOOT · SPLIT AND CLEAR EVERY ASTEROID,11,45,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
358,358-bridge-cross.js,bridge-cross,1,ブリッジクロス,ひび割れた飛び石をタップで一歩ずつ渡り、崩れる前に対岸のゴールへ渡り切る,隣の石をタップして跳ぶ（ひび石は踏むと崩れ落下）,川を3回 渡り切る  失敗: 3回 落ちる or 15秒,152,,,camera_run,high,override,15,3,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP THE NEXT STONE TO HOP · CRACKED ONES CRUMBLE,13,48,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
359,359-neon-snake.js,neon-snake,4,ネオンスネーク,光るヘビをスワイプで操り、壁と自分の体を避けながら光の果実を食べ続ける,スワイプ（またはタップした方向）で進行方向を変える,5個食べる  失敗: 壁か自分に当たる or 20秒,146,,,guide_path,high,override,20,5,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO TURN · EAT THE GLOWING FRUIT,18,37,true,false,,,true,true,true,true,true,62,13/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
360,360-magma-surf.js,magma-surf,1,マグマサーフ,3レーンの溶岩流をサーフし、降ってくる岩をタップ/スワイプでレーン移動して避け生き残る,左右スワイプ（またはレーンをタップ）で移動して岩を避ける,10秒生き残る  失敗: 岩に3回ぶつかる,140,,,dodge,high,override,,10,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE OR TAP LANES TO DODGE THE ROCKS,13,37,true,false,,,true,true,true,true,true,64,20/10/10/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
361,361-lock-pick.js,lock-pick,2,ロックピック,揺れる鍵のテンション針が緑ゾーンに来た瞬間にタップしてピンを固定,針が緑ゾーンに重なった瞬間にタップ,制限時間内に 4 つ開ける  失敗: 時間切れ,219,timing_one_shot,ghost,timing_one_shot,high,override,13,4,0,1600,5,se_coin se_failure se_milestone se_success se_tap,,true,false,true,flash,true,true,true,false,false,false,,52,15,true,false,おばけ屋敷に忍び込む霊媒探偵が、呪われた錠前の針を読んでピンを外す,80s NEON,true,false,false,true,true,95,25/20/15/15/15/5,0,
362,362-tile-race.js,tile-race,1,タイルレース,崩れ落ちる床タイルを一段ずつ上へ跳んで進み、崩れる前にゴール列へ渡り切る,上/斜めの隣タイルをタップ（またはスワイプ）で跳ぶ。踏んだタイルは崩れ始める,3回ゴールに渡る  失敗: 3回落ちる or 15秒,148,,,camera_run,high,override,15,3,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,HOP UP THE TILES TO THE GOAL BEFORE THEY FALL,28,45,true,false,,,true,true,true,true,true,62,13/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
363,363-fruit-slice.js,fruit-slice,3,フルーツスライス,打ち上がるフルーツをスワイプで斬る。黒い爆弾は斬らず、落とさないように,スワイプで斬る（爆弾を斬るとダメージ、フルーツを落とすとミス）,6個 斬る  失敗: 爆弾3回 or フルーツ3個逃す or 15秒,150,,,slice,high,override,15,6,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE TO SLICE FRUIT · AVOID THE BOMBS,11,38,true,false,,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
364,364-wind-chime.js,wind-chime,1,ウィンドチャイム,番号で示されたメロディの順に、その風鈴の上をスワイプで鳴らして曲を奏でる,目標メロディの順番どおりに風鈴をスワイプして鳴らす,3つのメロディを完成  失敗: 15秒,155,,,spot,high,override,15,3,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE THE CHIMES IN THE MELODY ORDER,13,36,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
365,365-crowd-surf.js,crowd-surf,2,クラウドサーフ,ビートに合わせてタップし、観客の手拍子に乗って前へ流れていくライブ会場,ビートの瞬間にタップして前進（外すと減速して落ちる）,300m前進  失敗: 3回落ちる or 15秒,142,,,camera_run,high,override,15,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP ON THE BEAT TO RIDE FORWARD,15,31,true,false,,,true,true,false,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
366,366-magnetic-fish.js,magnetic-fish,1,マグネットフィッシュ,磁石をタップで降ろし、緑の金属魚を吸い付けて巻き上げる。赤い危険魚は釣るな,タップで磁石を降ろす、もう一度タップで巻き上げる,3匹釣る  失敗: 危険魚を3回釣る or 15秒,155,,,timing_one_shot,high,override,15,3,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,"TAP TO DROP · TAP TO REEL · CATCH GREEN, AVOID RED",15,50,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
367,367-sugar-rush.js,sugar-rush,1,シュガーラッシュ,隣り合うキャンディをタップ/スワイプで入れ替え、同色3つ以上を並べて消すマッチ3,キャンディをタップで選び、隣をタップ（またはスワイプ）で入れ替える,3回そろえる  失敗: 15秒,165,,,pair_match,high,override,15,3,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWAP ADJACENT CANDIES · LINE UP 3+ OF A COLOR,14,45,true,false,,,true,true,true,true,true,62,13/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
368,368-sand-timer.js,sand-timer,6,サンドタイマー,砂時計を傾け、表示された目標秒ぴったりで砂を落としきる体内時計ゲーム,タップで砂時計を逆さにして計測開始、落ちきったタイミングを狙う,3ラウンドこなす  失敗: 18秒,155,,,timing_one_shot,high,override,18,3,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO FLIP · STOP THE SAND AT THE TARGET TIME,15,46,true,false,,,true,true,true,true,true,64,20/10/15/4/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
369,369-escape-room.js,escape-room,3,エスケープルーム,マスターマインド式ヒントを頼りに3桁の暗証番号を当てて扉を開ける,数字パッドをタップして3桁入力、DELで訂正。黒=位置一致 白=数字のみ一致,2部屋 脱出  失敗: 4回 間違える or 30秒,190,,,judge,high,override,30,,3,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,CRACK THE 3-DIGIT CODE · BLACK=SPOT  WHITE=DIGIT,16,48,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
370,370-orbit-dance.js,orbit-dance,1,オービットダンス,軌道を回る惑星をタップ/スワイプで一斉に反転させ、衝突させずに耐える,タップまたはスワイプで全惑星の回転方向を反転,10秒 生き延びる  失敗: 惑星同士が衝突,162,,,dodge,high,override,,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP OR SWIPE TO REVERSE ALL ORBITS · AVOID CRASHES,12,50,true,false,,,true,true,false,true,true,62,13/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
371,371-tower-defense-solo.js,tower-defense-solo,2,タワーディフェンス1人,画面下の砲台をタップの方向に撃ち、迫る侵入者を全滅させる,撃ちたい方向をタップして弾を発射（1体につき2発）,6体 倒す  失敗: 3体 通過 or 15秒,147,,,aim_shoot,high,override,15,6,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO AIM AND FIRE · WIPE OUT THE INVADERS,10,43,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
372,372-puddle-jump.js,puddle-jump,1,水たまりジャンプ,雨の路上、3レーンを移動して迫る水たまりを避けながらゴールまで走る,タップ左右／スワイプでレーン移動,80m 前進  失敗: 水たまりを3回 踏む or 12秒,154,,,dodge,high,override,12,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,MOVE LANES · DODGE THE PUDDLES · REACH THE GOAL,12,47,true,false,,,true,true,false,true,true,62,13/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
373,373-memory-tiles.js,memory-tiles,1,メモリータイル,光ったタイルの順番を記憶し、同じ順にタップして再現するサイモン式記憶ゲーム,光る順番を覚え、消えたら同じ順にタイルをタップ,レベル3 クリア  失敗: 3回 間違える or 20秒,155,,,memory_sequence,high,override,20,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,WATCH THE FLASHES · REPEAT THE ORDER,14,36,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
374,374-rocket-throttle.js,rocket-throttle,1,ロケットスロットル,連打でエンジンを噴かして高度を稼ぎ、燃料が尽きる前に目標高度へ到達する,連打（タップ）でエンジン噴射、離すと重力で落下,目標高度1000mに到達  失敗: 燃料切れで墜落 or 15秒,144,,,mash,high,override,15,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP FAST TO THRUST · REACH 1000m BEFORE FUEL RUNS OUT,12,53,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
375,375-noodle-slurp.js,noodle-slurp,1,ヌードルスラープ,器から飛び出す麺を、上スワイプのタイミングで吸い込んで食べる屋台ラーメン,上スワイプで顔の前にある麺を吸い込む,6本 吸い込む  失敗: 3本 逃す or 15秒,157,,,timing_one_shot,high,override,15,6,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE UP TO SLURP THE NOODLES BY YOUR FACE,12,42,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
376,376-domino-push.js,domino-push,2,ドミノ倒し,並んだドミノの先頭を押して、連鎖で最後の1枚まですべて倒しきる,倒したいドミノをタップ（先頭から押さないと手前が残る）,8枚 すべて倒す  失敗: 途中で止まる or 12秒,146,,,timing_one_shot,high,override,12,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,PUSH THE FIRST DOMINO · TOPPLE THEM ALL,12,39,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
377,377-color-sort.js,color-sort,2,カラーソート,試験管の液体を注ぎ分け、各試験管を単色にそろえる水そろえパズル,試験管をタップで選び、注ぎ先の試験管をタップ（上の色が同じか空にだけ注げる）,全色そろえる  失敗: 30秒,167,,,drag_sort,high,override,30,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,POUR TO SORT EACH TUBE INTO A SINGLE COLOR,13,42,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
378,378-grappling-hook.js,grappling-hook,1,グラップリングフック,足場にフックを打ち込んで振り子で飛び移り、ゴールの星まで登る,タップした方向へフックを射出、もう一度タップでロープを離す,ゴールに 到達  失敗: 3回 落下 or 15秒,160,,,camera_climb,high,override,15,,0,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO FIRE HOOK · TAP AGAIN TO RELEASE · REACH THE STAR,10,56,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
379,379-leaf-catch.js,leaf-catch,1,落ち葉キャッチ,風に舞って落ちてくる紅葉を、左右に動く籠で受け止める秋の公園,タップ／スワイプで籠を左右に動かす,6枚 受け取る  失敗: 3枚 逃す or 15秒,148,,,drag_follow,high,override,15,6,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,MOVE THE BASKET · CATCH THE FALLING LEAVES,12,42,true,false,,,true,true,true,true,true,62,13/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; 全入力ハンドラで即時フィードバック(feedback/fx/audio)を返す; キャラ/モチーフを game.draw.sprite で描く
380,380-ink-blot.js,ink-blot,1,インクブロット,用紙の上で広がるインクを、外周リングをはみ出す前にタップで止める,広がるインクをタップして止める（リングを越えるとはみ出し）,4回 止める  失敗: 3回 はみ出す or 15秒,144,,,timing_one_shot,high,override,15,4,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP THE SPREADING INK BEFORE IT CROSSES THE RING,10,48,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
381,381-circuit-complete.js,circuit-complete,1,回路完成,電源から全ノードへ配線をつなぎ、盤面すべてに電気を通す,隣り合うノード間をスワイプして配線をオン／オフ,3面 完成  失敗: 25秒,159,,,connect,high,override,25,,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,SWIPE BETWEEN NODES TO WIRE POWER TO EVERY NODE,11,47,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
382,382-sticky-wall.js,sticky-wall,1,スティッキーウォール,左右の壁に交互に張り付きながら跳ね上がり、上へ上へ登っていく,壁に張り付いた状態でタップして反対の壁へジャンプ,600px 登る  失敗: 3回 落下 or 12秒,142,,,camera_climb,high,override,12,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,STICK TO A WALL · TAP TO JUMP TO THE OTHER SIDE · CLIMB,12,55,true,false,,,true,true,false,true,true,64,20/10/10/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
383,383-word-bomb.js,word-bomb,1,ワードボム,出題に合う文字を4択から素早く選び、爆弾の導火線が尽きる前に解除する,正しい選択肢をタップ,4問 正解  失敗: 3問 間違える or 15秒,161,,,judge,high,override,15,4,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP THE MATCHING CHOICE BEFORE THE FUSE BURNS OUT,30,49,true,false,,,true,true,true,true,true,64,20/10/10/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
384,384-pinball-flip.js,pinball-flip,2,ピンボールフリップ,左右のフリッパーでボールを弾き、的とバンパーを叩いて得点を稼ぐ,画面左タップで左フリッパー、右タップで右フリッパー,8点 獲得  失敗: 3回 ボールアウト or 20秒,147,,,timing_one_shot,high,override,20,8,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP LEFT / RIGHT FOR THE FLIPPERS · HIT THE TARGETS,10,51,true,false,,,true,true,true,true,true,74,20/10/15/9/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
385,385-snowflake-catch.js,snowflake-catch,1,雪の結晶キャッチ,舌をタップで伸ばし、舞い落ちる雪の結晶をタイミングよく捕まえる,タップで舌を上へ伸ばす（結晶に届けばキャッチ）,6個 キャッチ  失敗: 8個 逃す or 15秒,142,,,timing_one_shot,high,override,15,6,2,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO STICK OUT YOUR TONGUE · CATCH THE FLAKES,11,47,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
386,386-bubble-drift.js,bubble-drift,1,バブルドリフト,浮かび上がるシャボン玉をタップで左右に押し、落ちてくる針を避けて上空へ運ぶ,タップした側と反対へ泡が逃げる（針に当てないよう左右に誘導）,高度300mに 到達  失敗: 針に3回 触れる or 15秒,146,,,guide_path,high,override,15,,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,TAP TO NUDGE THE BUBBLE · DODGE THE NEEDLES · FLOAT UP,10,54,true,false,,,true,true,false,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
387,387-morse-tap.js,morse-tap,3,モールスタップ,表示された文字のモールス符号を、左=ドット・右=ダッシュで打ち込んで送信する,画面左タップ=・、右タップ=－、中央タップ=送信（無操作で自動送信）,3文字 正解  失敗: 3回 間違える or 20秒,157,,,judge,high,override,20,3,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,LEFT = DOT  RIGHT = DASH  CENTER = SEND,17,39,true,false,,,true,true,true,true,true,64,20/10/15/4/10/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
388,388-balloon-pop.js,balloon-pop,4,バルーンポップ,膨らむ風船を、緑のちょうどいいサイズになった瞬間にタップで割る,適正サイズ（緑リング点灯中）の風船をタップ。小さすぎ／膨らみすぎに注意,4個 適正で割る  失敗: 3個 破裂させる or 15秒,143,,,spot,high,override,15,4,1,1800,3,se_failure se_success se_tap,bgm_main,false,false,false,,false,false,false,false,false,false,POP EACH BALLOON WHILE IT GLOWS GREEN (JUST RIGHT),10,50,true,false,,,true,true,true,true,true,69,20/10/15/4/15/5,0,game.feedback.good/bad で行動の正否を提示する; キャラ/モチーフを game.draw.sprite で描く; 背景に game.draw.gradient を使う(黒一色回避)
